Estado,Pais,CasosConfirmados,Mortes
Virginia,US,761,11
Virginia,US,8139,95
Virginia,US,850,19
Virginia,US,7029,211
Virginia,US,2222,38
Virginia,US,3735,62
Virginia,US,887,46
Virginia,US,1498,21
Virginia,US,116752,1210
Virginia,US,1329,36
Virginia,US,984,14
Virginia,US,9137,95
Virginia,US,1790,33
Virginia,US,3328,32
Virginia,US,7387,129
Virginia,US,1784,44
Virginia,US,14580,184
Virginia,US,3691,27
Virginia,US,1758,69
Virginia,US,2612,38
Virginia,US,4493,83
Virginia,US,2569,35
Virginia,US,2612,62
Virginia,US,2647,47
Virginia,US,2076,30
Virginia,US,4569,127
Virginia,US,17525,256
Virginia,US,14552,208
Virginia,US,9119,116
Virginia,US,42631,749
Virginia,US,7733,211
Virginia,US,234,4
Virginia,US,4160,97
Virginia,US,5097,93
Virginia,US,8583,100
Virginia,US,3348,27
Virginia,US,2491,27
Virginia,US,755,9
Virginia,US,1195,24
Virginia,US,4146,67
Virginia,US,1739,38
Virginia,US,44607,314
Virginia,US,4209,54
Virginia,US,1311,23
Virginia,US,13205,216
Virginia,US,1355,25
Virginia,US,6346,57
Virginia,US,1319,16
Virginia,US,2391,100
Virginia,US,1014,24
Virginia,US,3827,98
Virginia,US,1132,34
Virginia,US,13097,120
Virginia,US,1726,24
Virginia,US,2956,28
Virginia,US,23673,320
Virginia,US,27953,370
Virginia,US,1263,49
Virginia,US,1400,39
Virginia,US,768,20
Virginia,US,2871,71
Virginia,US,4698,69
Virginia,US,4149,92
Virginia,US,2553,72
Virginia,US,5737,109
Virginia,US,9155,141
Virginia,US,1514,23
Virginia,US,14523,256
Virginia,US,3384,31
Virginia,US,3223,54
Virginia,US,5740,52
Virginia,US,67877,616
Virginia,US,4834,105
Virginia,US,3306,39
Virginia,US,729,7
Virginia,US,1833,17
Virginia,US,29694,390
Virginia,US,14245,195
Virginia,US,14290,272
Virginia,US,2439,69
Virginia,US,10750,181
Virginia,US,4641,77
Virginia,US,4396,83
Virginia,US,3774,92
Virginia,US,7920,187
Virginia,US,5658,139
Virginia,US,2559,74
Virginia,US,18742,184
Virginia,US,20210,116
Virginia,US,3957,87
Virginia,US,12561,260
Virginia,US,728,13
Virginia,US,1684,31
Virginia,US,6903,121
Virginia,US,0,0
Virginia,US,58611,603
Virginia,US,6334,107
Virginia,US,9130,178
Virginia,US,4094,54
Virginia,US,2232,39
Virginia,US,1343,13
Virginia,US,4406,58
Virginia,US,6584,146
Virginia,US,5178,119
Virginia,US,6483,87
Washington,US,3422,35
Washington,US,3185,52
Washington,US,33325,398
Washington,US,12712,134
Washington,US,6130,83
Washington,US,49421,601
Washington,US,422,9
Washington,US,15196,282
Washington,US,6880,54
Washington,US,928,18
Washington,US,21189,184
Washington,US,275,7
Washington,US,17593,181
Washington,US,10285,155
Washington,US,4930,56
Washington,US,1447,21
Washington,US,199907,2142
Washington,US,20051,264
Washington,US,5543,56
Washington,US,2358,34
Washington,US,11754,188
Washington,US,1539,26
Washington,US,6968,93
Washington,US,5767,106
Washington,US,2042,39
Washington,US,1734,26
Washington,US,111267,1011
Washington,US,494,0
Washington,US,13991,152
Washington,US,922,9
Washington,US,80291,842
Washington,US,80474,1149
Washington,US,5653,114
Washington,US,26379,269
Washington,US,1573,4
Washington,US,315,5
Washington,US,9612,114
Washington,US,20313,201
Washington,US,6151,83
Washington,US,46637,656
West Virginia,US,3257,56
West Virginia,US,24218,215
West Virginia,US,4291,62
West Virginia,US,2697,31
West Virginia,US,3671,86
West Virginia,US,17685,299
West Virginia,US,1219,9
West Virginia,US,1640,26
West Virginia,US,1551,13
West Virginia,US,7687,151
West Virginia,US,1601,15
West Virginia,US,2705,46
West Virginia,US,5828,119
West Virginia,US,4124,58
West Virginia,US,5008,124
West Virginia,US,2966,40
West Virginia,US,13475,202
West Virginia,US,4584,109
West Virginia,US,9170,97
West Virginia,US,29101,573
West Virginia,US,3646,65
West Virginia,US,3508,57
West Virginia,US,6279,154
West Virginia,US,9876,140
West Virginia,US,6120,133
West Virginia,US,4331,69
West Virginia,US,3507,56
West Virginia,US,11076,202
West Virginia,US,5418,137
West Virginia,US,5389,98
West Virginia,US,15710,158
West Virginia,US,2617,31
West Virginia,US,2847,53
West Virginia,US,4910,74
West Virginia,US,7425,129
West Virginia,US,1321,16
West Virginia,US,1578,31
West Virginia,US,1364,22
West Virginia,US,6445,112
West Virginia,US,10690,147
West Virginia,US,13924,225
West Virginia,US,5933,64
West Virginia,US,1696,24
West Virginia,US,2038,28
West Virginia,US,1727,38
West Virginia,US,2934,51
West Virginia,US,1317,32
West Virginia,US,1522,25
West Virginia,US,0,0
West Virginia,US,4804,74
West Virginia,US,6561,94
West Virginia,US,1532,27
West Virginia,US,2993,68
West Virginia,US,1014,18
West Virginia,US,15367,277
West Virginia,US,4265,76
Wisconsin,US,3394,41
Wisconsin,US,2412,26
Wisconsin,US,10568,116
Wisconsin,US,2259,33
Wisconsin,US,59541,374
Wisconsin,US,2552,10
Wisconsin,US,3030,36
Wisconsin,US,10791,91
Wisconsin,US,13940,144
Wisconsin,US,6037,106
Wisconsin,US,10307,103
Wisconsin,US,3024,25
Wisconsin,US,72607,409
Wisconsin,US,20362,276
Wisconsin,US,4811,49
Wisconsin,US,8128,71
Wisconsin,US,9592,61
Wisconsin,US,20995,163
Wisconsin,US,796,15
Wisconsin,US,22910,198
Wisconsin,US,1897,40
Wisconsin,US,9554,127
Wisconsin,US,6299,45
Wisconsin,US,3807,49
Wisconsin,US,3569,23
Wisconsin,US,1051,44
Wisconsin,US,4300,39
Wisconsin,US,15552,191
Wisconsin,US,5569,50
Wisconsin,US,31434,476
Wisconsin,US,4543,51
Wisconsin,US,22297,139
Wisconsin,US,2703,18
Wisconsin,US,3869,66
Wisconsin,US,5413,125
Wisconsin,US,15617,139
Wisconsin,US,28744,391
Wisconsin,US,8933,95
Wisconsin,US,2904,39
Wisconsin,US,1046,11
Wisconsin,US,186450,1811
Wisconsin,US,8481,67
Wisconsin,US,8852,88
Wisconsin,US,6370,114
Wisconsin,US,39363,304
Wisconsin,US,15937,131
Wisconsin,US,1488,15
Wisconsin,US,8457,60
Wisconsin,US,9464,108
Wisconsin,US,12870,130
Wisconsin,US,2560,22
Wisconsin,US,40917,515
Wisconsin,US,2768,37
Wisconsin,US,29301,282
Wisconsin,US,2767,41
Wisconsin,US,11190,82
Wisconsin,US,3507,49
Wisconsin,US,8798,110
Wisconsin,US,23425,203
Wisconsin,US,18144,116
Wisconsin,US,3835,61
Wisconsin,US,6192,55
Wisconsin,US,0,0
Wisconsin,US,4106,74
Wisconsin,US,3711,70
Wisconsin,US,19674,218
Wisconsin,US,3099,34
Wisconsin,US,28723,257
Wisconsin,US,77551,840
Wisconsin,US,10395,216
Wisconsin,US,4573,72
Wisconsin,US,35603,312
Wisconsin,US,14935,174
Wyoming,US,7048,43
Wyoming,US,2185,58
Wyoming,US,9585,130
Wyoming,US,3319,46
Wyoming,US,2386,48
Wyoming,US,1024,22
Wyoming,US,9719,159
Wyoming,US,2717,52
Wyoming,US,900,11
Wyoming,US,1389,17
Wyoming,US,18648,231
Wyoming,US,3087,27
Wyoming,US,16785,235
Wyoming,US,501,8
Wyoming,US,5667,117
Wyoming,US,1579,35
Wyoming,US,6014,61
Wyoming,US,1527,23
Wyoming,US,8320,107
Wyoming,US,5950,14
Wyoming,US,4154,31
Wyoming,US,0,0
Wyoming,US,1880,37
Wyoming,US,1254,14
,Uganda,140737,3294
Cherkasy Oblast,Ukraine,128993,2617
Chernihiv Oblast,Ukraine,94726,2430
Chernivtsi Oblast,Ukraine,119385,3006
Crimea Republic*,Ukraine,126877,4349
Dnipropetrovsk Oblast,Ukraine,242142,8820
Donetsk Oblast,Ukraine,167885,5101
Ivano-Frankivsk Oblast,Ukraine,127416,3101
Kharkiv Oblast,Ukraine,243167,6349
Kherson Oblast,Ukraine,78790,2684
Khmelnytskyi Oblast,Ukraine,146665,3322
Kiev,Ukraine,331936,8185
Kiev Oblast,Ukraine,185369,4656
Kirovohrad Oblast,Ukraine,33054,1521
Luhansk Oblast,Ukraine,59774,2205
Lviv Oblast,Ukraine,220008,5978
Mykolaiv Oblast,Ukraine,115371,3275
Odessa Oblast,Ukraine,240190,5560
Poltava Oblast,Ukraine,140128,3733
Rivne Oblast,Ukraine,127499,2267
Sevastopol*,Ukraine,52700,1840
Sumy Oblast,Ukraine,131005,2827
Ternopil Oblast,Ukraine,107483,2114
Vinnytsia Oblast,Ukraine,112346,3099
Volyn Oblast,Ukraine,103778,2181
Zakarpattia Oblast,Ukraine,87891,2363
Zaporizhia Oblast,Ukraine,182207,5259
Zhytomyr Oblast,Ukraine,140441,3246
,United Arab Emirates,761937,2164
Anguilla,United Kingdom,1674,5
Bermuda,United Kingdom,6420,110
British Virgin Islands,United Kingdom,3492,39
Cayman Islands,United Kingdom,8818,11
Channel Islands,United Kingdom,27507,113
England,United Kingdom,10988851,129219
Falkland Islands (Malvinas),United Kingdom,83,0
Gibraltar,United Kingdom,8701,100
Isle of Man,United Kingdom,13641,67
Montserrat,United Kingdom,46,1
Northern Ireland,United Kingdom,402069,2980
"Saint Helena, Ascension and Tristan da Cunha",United Kingdom,4,0
Scotland,United Kingdom,914841,9858
Turks and Caicos Islands,United Kingdom,3284,26
Unknown,United Kingdom,0,0
Wales,United Kingdom,632125,6567
,Uruguay,413383,6170
,Uzbekistan,198903,1485
,Vanuatu,7,1
,Venezuela,444635,5328
,Vietnam,1731257,32394
,West Bank and Gaza,469748,4919
,Yemen,10126,1984
,Zambia,254274,3734
,Zimbabwe,213258,5004
